age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38,management,married,secondary,no,1310,no,no,telephone,30,sep,341,10,-1,0,unknown,0
38,blue-collar,married,secondary,no,643,yes,no,cellular,4,aug,48,1,-1,0,unknown,0
53,management,married,secondary,no,-171,no,yes,unknown,16,jun,8,2,-1,0,unknown,0
50,retired,single,primary,no,964,yes,no,unknown,11,jun,156,2,-1,0,unknown,0
49,admin.,single,secondary,no,6601,no,no,cellular,29,sep,27,1,516,0,unknown,0
55,management,married,tertiary,no,445,yes,no,unknown,13,dec,82,2,-1,0,unknown,0
41,blue-collar,divorced,secondary,no,4852,no,yes,unknown,1,apr,226,3,492,0,unknown,0
48,admin.,married,secondary,no,-48,no,no,cellular,13,sep,42,2,-1,0,unknown,1
37,self-employed,single,tertiary,no,1777,no,no,unknown,15,nov,7,2,-1,0,success,0
44,blue-collar,single,secondary,no,-17,no,no,unknown,7,nov,208,2,-1,1,unknown,0
39,unemployed,married,secondary,no,279,yes,yes,cellular,28,aug,161,2,9,0,unknown,0
42,blue-collar,married,tertiary,no,1068,no,no,unknown,5,mar,94,1,-1,0,unknown,0
47,entrepreneur,divorced,secondary,no,1147,yes,yes,cellular,28,nov,163,2,-1,0,failure,0
31,services,divorced,secondary,no,2038,no,no,cellular,27,apr,296,1,-1,0,failure,0
64,blue-collar,divorced,tertiary,no,1232,no,no,unknown,25,jul,29,3,-1,0,success,0
29,blue-collar,divorced,tertiary,no,1150,yes,yes,unknown,30,mar,76,1,343,0,failure,0
27,blue-collar,married,secondary,no,3451,no,no,telephone,6,mar,408,4,-1,0,unknown,0
53,services,single,secondary,no,702,no,no,cellular,30,aug,286,4,-1,0,unknown,0
49,services,married,secondary,no,182,yes,no,telephone,24,may,79,1,-1,0,unknown,0
47,entrepreneur,divorced,secondary,no,64,yes,no,telephone,9,dec,130,4,124,1,unknown,0
47,technician,married,tertiary,no,566,yes,no,cellular,6,may,32,3,-1,0,unknown,0
40,blue-collar,married,primary,no,1671,no,no,cellular,29,aug,75,1,-1,1,unknown,0
31,blue-collar,married,primary,no,-134,yes,no,unknown,23,jun,474,13,85,0,success,1
41,technician,married,secondary,no,7,no,yes,cellular,6,may,149,2,-1,0,other,0
33,admin.,married,secondary,no,-31,yes,no,cellular,22,jan,263,2,-1,0,unknown,0
51,blue-collar,divorced,tertiary,no,1120,yes,no,cellular,2,may,44,5,-1,0,unknown,0
39,technician,single,secondary,no,217,no,no,telephone,31,aug,52,1,-1,0,failure,0
31,management,married,tertiary,no,72,yes,no,cellular,21,sep,729,3,-1,0,unknown,0
37,technician,single,tertiary,no,1147,no,no,cellular,6,jun,475,1,-1,0,unknown,0
45,self-employed,single,primary,no,1948,yes,no,cellular,10,nov,403,2,-1,0,unknown,0
34,technician,married,secondary,no,405,yes,yes,cellular,5,oct,103,1,-1,0,unknown,0
31,management,married,secondary,no,1094,yes,no,cellular,20,mar,213,3,-1,0,unknown,0
43,blue-collar,single,primary,no,-45,no,no,cellular,12,aug,174,2,-1,0,failure,0
43,technician,single,tertiary,no,3904,yes,no,cellular,6,may,807,1,-1,0,unknown,0
35,management,married,primary,no,416,yes,yes,cellular,6,feb,70,1,-1,0,unknown,0
35,technician,single,secondary,no,8790,yes,no,unknown,8,jan,759,3,-1,1,unknown,1
43,blue-collar,married,tertiary,no,5565,yes,no,cellular,24,nov,316,1,-1,0,unknown,0
25,blue-collar,married,tertiary,no,2063,no,yes,unknown,26,aug,137,3,-1,0,unknown,0
25,technician,married,secondary,no,-169,no,no,telephone,17,feb,79,1,-1,0,unknown,0
33,blue-collar,married,tertiary,no,976,yes,no,cellular,18,nov,365,1,-1,0,unknown,0
38,unemployed,single,tertiary,no,-63,yes,no,cellular,11,mar,446,4,-1,0,failure,0
44,technician,divorced,secondary,no,3182,no,no,unknown,1,sep,114,4,-1,0,unknown,0
57,technician,married,secondary,no,2138,yes,no,cellular,26,jan,48,5,-1,0,failure,0
50,technician,married,tertiary,no,5181,yes,yes,cellular,7,aug,174,4,-1,0,unknown,0
39,blue-collar,single,secondary,no,1206,yes,no,cellular,8,dec,163,1,-1,2,unknown,0
40,admin.,single,primary,no,907,yes,no,cellular,31,feb,333,1,-1,0,unknown,0
29,management,single,secondary,no,897,yes,no,unknown,3,aug,933,1,-1,0,success,0
40,retired,single,secondary,no,532,yes,no,unknown,19,feb,195,8,-1,0,unknown,0
37,management,married,unknown,no,748,yes,no,cellular,16,jul,339,2,471,0,unknown,0
44,blue-collar,single,primary,no,1313,yes,no,cellular,23,mar,111,1,543,0,unknown,0
31,admin.,married,secondary,no,3853,no,yes,cellular,8,apr,236,2,-1,0,failure,0
46,technician,married,tertiary,no,1159,no,no,unknown,30,dec,31,3,-1,1,unknown,0
57,blue-collar,married,secondary,no,2718,no,no,cellular,31,nov,435,1,-1,0,other,0
39,management,married,secondary,no,2779,no,no,unknown,29,jan,108,1,-1,0,failure,0
45,admin.,divorced,secondary,no,897,yes,no,cellular,6,dec,21,1,-1,0,unknown,0
48,management,single,secondary,no,440,yes,no,telephone,24,oct,1203,8,-1,0,unknown,0
36,services,married,primary,no,1330,no,yes,cellular,2,jan,598,1,-1,0,unknown,0
43,management,married,tertiary,no,685,yes,no,unknown,23,dec,56,3,-1,0,unknown,0
41,services,married,unknown,yes,-72,yes,no,cellular,12,nov,116,5,332,0,unknown,0
42,technician,married,tertiary,no,511,yes,no,unknown,31,oct,712,4,540,0,unknown,1
32,admin.,single,secondary,no,7492,yes,no,cellular,30,dec,410,1,-1,0,failure,0
41,technician,divorced,tertiary,no,-125,no,no,telephone,21,nov,611,1,-1,0,unknown,1
46,services,divorced,unknown,no,1589,no,no,cellular,6,aug,213,4,-1,1,unknown,0
56,management,single,tertiary,no,2560,no,yes,cellular,14,aug,71,1,-1,1,unknown,0
51,management,single,tertiary,no,1369,no,no,cellular,7,feb,66,3,499,0,failure,0
64,blue-collar,married,primary,no,1065,yes,no,cellular,9,apr,192,4,438,0,unknown,0
32,management,married,secondary,no,1644,no,no,cellular,7,feb,664,4,-1,0,unknown,0
50,management,married,tertiary,no,641,yes,no,cellular,31,aug,257,1,-1,0,unknown,0
43,self-employed,married,primary,no,-56,no,no,cellular,15,jul,9,2,144,0,unknown,0
65,housemaid,single,unknown,no,4720,yes,no,cellular,12,jul,212,1,702,0,unknown,0
32,technician,married,secondary,no,649,no,yes,cellular,27,oct,241,8,-1,0,unknown,0
31,self-employed,married,secondary,no,1442,no,no,cellular,17,mar,224,2,-1,1,failure,0
34,blue-collar,married,tertiary,no,936,yes,no,cellular,15,dec,303,2,-1,0,failure,0
18,technician,divorced,secondary,no,-115,yes,no,cellular,15,nov,89,1,-1,0,failure,0
35,retired,married,tertiary,yes,4378,yes,no,unknown,21,may,40,4,798,0,unknown,0
32,unknown,single,secondary,no,2159,yes,no,cellular,30,jan,357,1,-1,0,unknown,0
42,housemaid,single,secondary,no,42,yes,yes,telephone,27,oct,56,4,-1,0,unknown,0
44,technician,married,secondary,no,5797,no,no,cellular,14,nov,31,5,-1,0,unknown,0
61,retired,married,tertiary,no,1802,yes,no,unknown,11,apr,114,1,655,0,failure,0
51,management,divorced,secondary,no,758,yes,no,cellular,11,apr,461,2,-1,0,unknown,0
34,management,married,secondary,no,1217,no,no,unknown,20,jan,22,2,-1,1,other,0
31,management,divorced,secondary,no,-30,yes,no,cellular,13,dec,56,1,-1,0,unknown,0
46,student,married,secondary,no,1032,yes,no,cellular,13,jul,166,1,-1,0,unknown,0
26,admin.,married,secondary,no,-85,no,yes,cellular,30,may,87,2,-1,0,unknown,0
61,admin.,divorced,secondary,no,980,no,no,cellular,8,jan,329,1,-1,0,failure,0
53,blue-collar,single,tertiary,no,1006,yes,no,cellular,7,may,289,5,-1,0,unknown,0
35,technician,divorced,tertiary,no,2912,yes,no,cellular,20,aug,476,2,-1,0,unknown,0
22,management,single,secondary,no,1736,yes,no,unknown,13,oct,58,1,-1,0,unknown,0
55,technician,divorced,secondary,no,230,yes,no,cellular,11,aug,270,1,-1,0,unknown,0
39,technician,single,tertiary,no,3089,yes,no,cellular,19,feb,384,2,-1,0,unknown,0
54,admin.,single,secondary,no,1077,no,no,telephone,6,jan,16,4,-1,0,unknown,0
23,blue-collar,married,unknown,no,1198,no,no,unknown,8,feb,9,2,-1,0,unknown,0
34,management,married,tertiary,no,77,yes,no,cellular,19,jun,211,9,-1,1,unknown,1
41,management,divorced,secondary,no,2725,no,no,telephone,5,may,228,2,-1,1,unknown,1
41,management,married,secondary,no,3809,yes,no,cellular,10,apr,128,8,294,0,unknown,0
36,blue-collar,married,tertiary,no,2037,yes,no,cellular,1,aug,9,7,-1,0,unknown,0
47,self-employed,married,secondary,no,4039,no,no,cellular,26,may,132,2,751,0,unknown,0
29,unknown,married,secondary,no,339,no,no,cellular,12,apr,265,2,-1,0,unknown,0
39,admin.,married,secondary,no,2761,yes,no,cellular,26,nov,312,1,-1,0,unknown,0
42,blue-collar,married,tertiary,no,806,yes,no,cellular,24,aug,175,6,-1,0,unknown,0
46,technician,divorced,tertiary,no,68,no,no,cellular,7,dec,192,4,138,0,unknown,0
48,management,married,secondary,no,1457,yes,yes,cellular,8,jan,288,2,-1,0,unknown,0
28,services,married,tertiary,no,1528,yes,yes,telephone,30,sep,153,1,-1,0,unknown,0
24,admin.,married,secondary,no,307,yes,no,cellular,18,feb,78,4,-1,0,unknown,0
55,management,married,tertiary,no,-158,yes,yes,telephone,7,aug,65,1,455,0,success,0
44,blue-collar,married,secondary,no,134,yes,no,unknown,14,sep,360,2,326,1,other,0
32,blue-collar,single,tertiary,no,565,no,no,unknown,20,oct,172,1,-1,0,failure,0
58,unknown,married,unknown,no,75,yes,no,unknown,18,aug,252,4,-1,0,unknown,0
42,self-employed,divorced,secondary,no,123,yes,no,cellular,25,sep,164,3,766,0,other,0
53,blue-collar,married,secondary,yes,544,no,no,cellular,21,apr,440,1,792,0,unknown,0
41,blue-collar,married,secondary,no,4696,yes,no,cellular,23,nov,177,1,313,2,unknown,0
63,management,married,secondary,no,1967,yes,no,cellular,4,feb,1142,1,552,1,unknown,1
60,management,married,secondary,no,377,yes,no,cellular,10,mar,71,2,-1,0,unknown,0
38,management,single,primary,no,4342,yes,no,cellular,11,aug,38,1,293,0,unknown,0
51,management,single,primary,no,1356,no,no,unknown,11,may,120,1,771,0,unknown,0
48,admin.,single,secondary,no,711,yes,no,cellular,20,nov,647,4,580,0,unknown,0
56,admin.,married,tertiary,no,747,no,no,cellular,19,apr,493,1,-1,0,unknown,0
30,management,married,tertiary,no,593,no,yes,cellular,1,mar,73,2,-1,0,failure,0
48,services,married,tertiary,no,197,yes,no,telephone,31,nov,236,1,-1,0,success,1
52,management,divorced,secondary,no,533,yes,no,cellular,2,mar,229,1,-1,0,unknown,1
21,technician,married,secondary,no,925,yes,no,cellular,9,oct,89,2,-1,2,other,0
27,technician,single,secondary,no,926,yes,yes,unknown,17,oct,69,2,-1,0,unknown,0
18,technician,married,secondary,no,1951,yes,no,unknown,5,jul,127,1,-1,0,unknown,0
38,technician,married,tertiary,no,466,yes,no,telephone,2,nov,400,1,-1,1,unknown,0
48,blue-collar,married,tertiary,no,1692,no,no,unknown,4,dec,54,1,-1,0,unknown,0
57,entrepreneur,married,secondary,no,1094,yes,no,cellular,27,aug,152,2,-1,0,unknown,0
41,housemaid,single,secondary,no,4699,yes,no,telephone,7,may,169,1,-1,0,unknown,0
58,management,married,primary,no,529,yes,no,cellular,21,aug,722,1,772,0,unknown,0
25,management,single,tertiary,no,3272,yes,no,telephone,17,sep,93,2,-1,0,unknown,0
22,management,married,primary,no,2377,no,no,cellular,3,apr,5,1,634,0,other,0
40,unknown,divorced,secondary,no,1322,no,yes,cellular,26,feb,305,3,-1,0,unknown,0
45,management,married,tertiary,no,1394,yes,no,cellular,9,may,363,2,868,0,unknown,0
40,services,divorced,tertiary,no,-67,no,no,cellular,1,feb,313,1,611,0,unknown,0
18,blue-collar,single,primary,no,4300,no,no,cellular,26,oct,311,3,-1,0,unknown,0
40,blue-collar,divorced,secondary,no,-30,no,yes,cellular,20,feb,170,2,-1,0,unknown,0
26,blue-collar,married,secondary,no,1042,no,no,cellular,21,jun,4,1,-1,1,failure,1
48,management,single,secondary,no,400,no,no,cellular,16,oct,337,1,-1,0,unknown,0
45,management,married,primary,no,642,yes,no,cellular,26,nov,711,2,-1,0,unknown,0
30,technician,married,primary,no,1213,yes,no,cellular,3,oct,44,2,-1,0,unknown,0
35,blue-collar,married,unknown,no,3392,yes,no,telephone,19,jan,18,4,-1,0,unknown,0
29,technician,married,unknown,no,717,yes,no,cellular,16,feb,79,3,-1,0,unknown,0
40,management,divorced,secondary,no,6400,no,no,cellular,1,may,489,5,-1,0,unknown,0
51,housemaid,married,secondary,no,1147,no,no,unknown,31,oct,28,1,-1,0,other,0
30,management,married,secondary,no,62,no,no,cellular,22,may,324,2,-1,0,unknown,0
46,admin.,single,secondary,no,116,yes,yes,cellular,29,oct,16,1,-1,0,failure,0
35,admin.,married,primary,no,1688,no,no,cellular,12,dec,8,2,-1,0,unknown,0
32,technician,single,primary,no,-122,no,no,unknown,20,mar,572,1,-1,0,unknown,0
39,management,married,secondary,no,781,no,no,cellular,24,may,379,4,-1,0,unknown,0
29,management,married,tertiary,no,40,no,no,cellular,6,sep,235,3,-1,0,unknown,0
34,retired,married,primary,no,651,yes,no,unknown,3,feb,48,3,-1,0,other,0
27,unknown,divorced,secondary,no,1878,yes,yes,cellular,28,jun,84,2,-1,0,failure,1
62,admin.,single,secondary,no,720,no,no,cellular,7,aug,12,2,744,0,unknown,0
41,self-employed,divorced,secondary,no,67,yes,no,cellular,3,mar,267,1,-1,0,unknown,0
33,retired,married,secondary,no,235,yes,no,unknown,13,feb,298,3,-1,1,success,0
43,management,married,tertiary,no,487,yes,no,unknown,16,nov,102,1,-1,0,unknown,0
39,technician,married,secondary,no,-91,yes,yes,cellular,14,jan,106,1,-1,0,unknown,0
38,services,married,secondary,no,1116,no,yes,cellular,9,jan,255,1,-1,0,failure,0
47,management,married,unknown,no,1202,no,no,cellular,8,nov,751,6,-1,0,failure,0
49,management,single,tertiary,no,-103,no,no,cellular,15,apr,129,5,-1,1,unknown,0
35,retired,married,secondary,no,572,yes,no,cellular,19,dec,175,5,-1,0,unknown,0
34,entrepreneur,married,unknown,no,601,no,no,cellular,13,jun,309,7,-1,0,unknown,0
37,self-employed,divorced,secondary,no,409,no,no,cellular,14,jul,108,2,-1,2,other,0
18,unknown,single,secondary,no,1023,no,no,unknown,11,aug,524,5,-1,0,unknown,0
24,management,married,primary,no,436,no,no,cellular,18,aug,482,1,-1,0,unknown,0
56,self-employed,married,secondary,no,607,no,no,cellular,3,oct,289,1,676,0,failure,0
59,technician,married,tertiary,no,2195,yes,no,unknown,29,jan,198,2,-1,0,unknown,0
38,technician,married,secondary,no,65,yes,yes,cellular,4,dec,1059,1,-1,0,unknown,0
47,entrepreneur,single,secondary,no,1247,no,no,unknown,3,aug,312,4,-1,0,unknown,0
44,management,married,tertiary,no,856,no,yes,cellular,25,dec,265,1,-1,1,unknown,0
74,blue-collar,single,secondary,no,345,no,no,telephone,13,oct,540,4,-1,0,unknown,0
53,management,single,tertiary,no,1750,yes,no,unknown,16,jan,208,6,149,0,unknown,0
39,entrepreneur,single,tertiary,no,1001,no,no,cellular,28,mar,71,2,-1,0,failure,0
30,technician,married,primary,no,773,yes,yes,cellular,13,dec,38,1,345,0,unknown,0
23,admin.,married,tertiary,no,1452,yes,no,cellular,27,may,164,2,489,0,unknown,1
43,admin.,single,secondary,no,2231,yes,no,cellular,10,nov,187,1,-1,0,unknown,0
32,management,married,primary,no,5199,no,yes,cellular,18,oct,453,1,-1,0,unknown,0
25,technician,married,tertiary,no,1288,yes,no,cellular,8,oct,38,3,-1,0,unknown,0
33,technician,married,tertiary,no,2912,no,no,telephone,7,dec,294,1,-1,0,unknown,0
29,management,married,primary,no,-198,yes,no,unknown,17,aug,93,1,-1,0,unknown,0
59,admin.,single,tertiary,yes,933,no,yes,unknown,22,aug,721,1,77,0,unknown,0
50,retired,married,secondary,no,162,no,no,cellular,6,jun,164,4,836,0,unknown,0
40,management,married,tertiary,no,-51,no,no,cellular,15,apr,251,2,-1,0,other,0
57,technician,married,secondary,no,938,yes,no,unknown,9,apr,270,4,-1,0,unknown,0
41,management,married,secondary,no,1860,yes,no,cellular,28,aug,24,1,-1,0,unknown,1
31,unknown,single,tertiary,no,597,no,no,telephone,10,nov,493,1,-1,0,unknown,0
57,management,single,secondary,no,1463,yes,no,cellular,27,mar,46,2,-1,0,unknown,0
46,housemaid,married,secondary,no,809,yes,yes,cellular,8,aug,130,3,-1,0,unknown,0
29,admin.,married,secondary,no,661,yes,no,cellular,7,apr,288,1,-1,0,unknown,0
38,entrepreneur,married,tertiary,no,314,no,no,cellular,29,oct,14,5,-1,1,unknown,0
31,blue-collar,single,secondary,no,523,yes,yes,cellular,23,sep,224,4,-1,0,unknown,0
25,services,married,tertiary,no,445,yes,no,cellular,5,dec,136,1,163,0,other,0
51,blue-collar,single,secondary,no,1358,no,no,unknown,18,feb,17,1,-1,0,unknown,0
62,management,married,secondary,no,-15,yes,yes,cellular,16,oct,334,3,-1,0,unknown,0
25,technician,single,secondary,no,-54,yes,no,cellular,15,jan,179,5,-1,1,unknown,0
47,services,married,tertiary,no,1418,yes,no,cellular,10,apr,93,1,-1,1,unknown,0
33,unknown,single,secondary,no,985,no,no,cellular,29,sep,22,1,-1,0,unknown,0
35,unknown,married,unknown,no,643,yes,no,cellular,28,dec,204,2,823,0,unknown,0
34,services,single,primary,no,48,no,no,cellular,21,jul,94,3,-1,0,unknown,0
31,services,married,primary,no,594,no,yes,cellular,1,sep,756,3,-1,0,failure,0
41,services,married,primary,no,2139,yes,yes,cellular,31,sep,230,3,-1,0,success,0
31,management,single,secondary,no,3105,no,no,cellular,27,oct,86,1,669,0,unknown,1
43,blue-collar,married,tertiary,no,1618,yes,no,unknown,31,sep,194,2,823,0,unknown,0
40,admin.,single,tertiary,no,-107,yes,yes,cellular,26,sep,200,2,706,0,unknown,0
38,admin.,single,tertiary,yes,1464,no,no,cellular,6,jul,334,6,326,1,unknown,0
31,blue-collar,married,primary,no,213,no,no,unknown,15,aug,599,5,-1,0,unknown,0
34,management,married,tertiary,no,368,yes,no,cellular,2,dec,847,3,-1,0,unknown,0
49,admin.,married,unknown,no,126,yes,no,cellular,12,feb,326,5,-1,0,unknown,0
46,admin.,married,secondary,no,2042,yes,no,cellular,1,sep,203,3,123,1,unknown,0
30,management,married,primary,no,1368,yes,no,cellular,15,feb,65,3,-1,0,unknown,0
42,blue-collar,single,tertiary,no,1219,no,no,cellular,13,aug,133,1,-1,0,failure,0
49,management,married,tertiary,no,1453,no,no,cellular,1,feb,173,2,-1,1,unknown,0
22,technician,married,secondary,no,205,yes,no,cellular,1,nov,35,5,-1,0,success,0
46,management,married,tertiary,no,682,yes,no,unknown,4,dec,76,3,-1,0,unknown,0
33,entrepreneur,married,primary,no,1304,yes,no,cellular,28,aug,1074,2,437,0,unknown,0
47,blue-collar,married,secondary,no,1318,yes,no,cellular,30,mar,364,1,605,1,unknown,0
32,blue-collar,single,tertiary,no,2154,yes,yes,cellular,21,feb,169,3,-1,0,unknown,0
21,retired,single,secondary,no,307,yes,no,cellular,14,jun,66,1,-1,1,unknown,0
23,services,married,unknown,no,2006,yes,no,cellular,21,jun,219,1,-1,0,failure,0
41,technician,divorced,secondary,no,670,yes,no,unknown,27,jan,68,1,-1,0,unknown,0
43,management,married,secondary,no,1463,no,no,cellular,17,jul,55,1,-1,0,unknown,0
31,services,divorced,secondary,no,712,yes,no,unknown,13,dec,25,12,-1,1,unknown,0
48,management,single,tertiary,no,4252,no,yes,cellular,12,dec,109,3,-1,0,unknown,0
22,housemaid,single,secondary,no,96,no,no,cellular,27,nov,201,1,-1,0,unknown,0
40,services,married,tertiary,no,1485,no,no,cellular,6,dec,44,3,61,0,unknown,0
27,blue-collar,married,primary,no,1088,no,no,cellular,19,jan,57,1,-1,0,unknown,0
33,housemaid,married,primary,no,84,no,no,cellular,20,apr,128,2,245,0,failure,0
41,management,single,secondary,no,-97,no,no,telephone,16,jun,173,3,-1,0,failure,0
31,technician,married,unknown,no,2207,yes,no,cellular,21,aug,370,3,-1,0,failure,0
36,unknown,single,tertiary,no,56,no,no,cellular,16,nov,215,1,-1,0,failure,0
52,technician,married,secondary,no,109,no,no,telephone,12,nov,248,4,-1,0,unknown,0
34,self-employed,single,secondary,no,5554,yes,no,cellular,29,aug,307,6,-1,0,failure,0
50,management,married,secondary,no,1694,no,yes,cellular,20,oct,154,1,-1,0,unknown,0
28,blue-collar,married,primary,no,232,yes,no,cellular,20,jul,108,1,-1,0,unknown,0
46,blue-collar,married,secondary,no,1140,yes,no,cellular,26,nov,415,6,-1,0,unknown,0
56,unknown,married,secondary,no,945,yes,no,unknown,13,may,454,9,-1,0,other,0
18,technician,married,tertiary,no,2591,no,no,cellular,1,jun,43,2,-1,0,unknown,0
32,technician,single,tertiary,no,1760,no,no,unknown,18,aug,790,1,-1,1,unknown,1
47,services,married,tertiary,no,2473,no,no,unknown,2,mar,685,6,-1,0,other,0
38,management,married,tertiary,no,156,no,no,cellular,2,jun,528,1,-1,0,unknown,0
45,admin.,single,secondary,no,1333,yes,yes,cellular,26,apr,141,1,-1,1,unknown,0
34,blue-collar,married,primary,no,-138,no,no,unknown,1,mar,476,1,-1,0,unknown,0
41,admin.,divorced,secondary,no,-92,yes,no,unknown,10,mar,255,2,-1,1,unknown,0
39,admin.,divorced,tertiary,no,1675,no,no,cellular,30,apr,59,1,-1,0,unknown,0
53,management,married,tertiary,no,-162,yes,no,unknown,24,jun,384,1,591,0,unknown,0
43,blue-collar,married,secondary,yes,1100,yes,no,unknown,1,nov,134,2,-1,0,other,0
