SK_ID_CURR,TARGET,CODE_GENDER,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,CNT_PREV_LOANS,REGION_POPULATION_RELATIVE,FLAG_DOCUMENT_3,FLAG_PHONE
100161,0,F,Secondary,Married,Municipal apartment,96245.16,60003.74,698.38,0.6234,0.0073,-13140,-801,-1814,0.7439,0.7165,0.0295,1,0.003828,0,1
100162,0,M,Secondary,Civil marriage,House/apartment,906746.56,2000000.0,33588.9,2.2057,0.037,-14600,-363,-4075,0.8712,0.4095,0.2008,2,0.013479,1,0
100163,0,M,Secondary,Separated,House/apartment,43898.98,240446.58,4261.86,5.4773,0.0971,-11315,-323,-4164,0.53,0.1979,0.7576,1,0.000812,1,0
100164,0,M,Higher education,Civil marriage,House/apartment,30000.0,133228.09,1823.4,4.4409,0.0608,-17885,-975,-4706,0.4464,0.0145,0.6384,3,0.002317,1,1
100165,0,F,Secondary,Married,House/apartment,30000.0,24994.15,935.45,0.8331,0.0312,-18615,-2204,-383,0.8887,0.71,0.8179,0,0.00434,1,1
100166,0,M,Secondary,Married,House/apartment,56137.6,180887.0,4105.43,3.2222,0.0731,-17520,-1896,-3485,0.2279,0.4971,0.055,2,0.019737,0,1
100167,0,F,Higher education,Married,House/apartment,131856.33,158353.0,1884.6,1.201,0.0143,-18980,-703,-770,0.6249,0.7868,0.0891,4,0.000203,0,1
100168,0,M,Higher education,Married,House/apartment,42907.58,54924.33,1646.97,1.2801,0.0384,-18615,-1016,-1461,0.1287,0.3752,0.1997,0,0.011625,1,1
100169,0,F,Secondary,Married,House/apartment,128618.34,378263.92,4559.1,2.941,0.0354,-10220,-537,-3109,0.2791,0.9036,0.4893,2,0.067963,1,1
100170,0,M,Secondary,Separated,With parents,30000.0,159423.04,2287.57,5.3141,0.0763,-21535,-954,-5044,0.1859,0.9943,0.7821,1,0.008672,1,1
100171,0,M,Higher education,Married,Rented apartment,528470.82,1322961.25,16195.82,2.5034,0.0306,-18980,-393,-429,0.559,0.7287,0.5616,5,0.043231,1,1
100172,0,M,Higher education,Married,With parents,64010.37,273031.26,9217.55,4.2654,0.144,-7665,-2598,-677,0.4103,0.3491,0.5229,2,0.01264,1,1
100173,0,M,Secondary,Married,House/apartment,543519.47,951174.92,12717.74,1.75,0.0234,-12410,-899,-719,0.3689,0.4886,0.2015,4,0.001691,1,1
100174,0,F,Secondary,Married,Rented apartment,114730.12,311835.43,3894.89,2.718,0.0339,-10585,-800,-4298,0.5044,0.8892,0.0664,3,0.034448,1,0
100175,0,F,Higher education,Civil marriage,House/apartment,94181.0,106884.48,4140.61,1.1349,0.044,-17155,-1789,-1277,0.2636,0.6143,0.3732,1,0.00811,1,1
100176,0,M,Secondary,Separated,House/apartment,30000.0,37226.64,487.42,1.2409,0.0162,-13505,-556,-2563,0.5943,0.2638,0.0679,1,0.028394,1,1
100177,0,M,Secondary,Married,House/apartment,30000.0,122799.05,2076.96,4.0933,0.0692,-15695,-972,-5387,0.2948,0.0893,0.4274,0,0.021952,1,1
100178,0,F,Secondary,Married,House/apartment,108135.35,61031.06,2448.21,0.5644,0.0226,-22630,-162,-1496,0.8448,0.5781,0.1488,2,0.003261,1,0
100179,0,M,Secondary,Married,House/apartment,57493.74,254448.58,3604.98,4.4257,0.0627,-21170,-270,-2417,0.6154,0.5862,0.357,0,0.059721,1,1
100180,0,M,Higher education,Married,House/apartment,30911.42,162389.76,3923.7,5.2534,0.1269,-11680,-1350,-808,0.6793,0.8194,0.7014,1,0.007713,1,0
100181,0,F,Secondary,Married,House/apartment,30000.0,56896.29,608.63,1.8965,0.0203,-17520,-11741,-4596,0.5397,0.5286,0.6854,1,0.009883,1,0
100182,0,M,Secondary,Single,House/apartment,122690.67,651096.68,6895.61,5.3068,0.0562,-22995,-1493,-1765,0.3277,0.9951,0.6217,4,0.01042,1,1
100183,0,M,Secondary,Married,House/apartment,53768.08,243466.75,10052.05,4.5281,0.187,-11680,-1113,-3021,0.8068,0.9405,0.7904,4,0.020559,1,1
100184,0,F,Secondary,Civil marriage,House/apartment,245894.24,1236923.04,36739.04,5.0303,0.1494,-19345,-481,-4992,0.1549,0.873,0.9901,1,0.027313,1,1
100185,0,F,Secondary,Married,House/apartment,30000.0,144838.94,2372.48,4.828,0.0791,-14965,-836,-5138,0.5981,0.5735,0.443,2,0.031146,0,1
100186,0,F,Lower secondary,Married,House/apartment,30000.0,15248.7,220.2,0.5083,0.0073,-11680,-2877,-4380,0.2198,0.0873,0.3368,0,0.000203,1,1
100187,0,F,Secondary,Married,House/apartment,427046.85,1807115.09,25987.03,4.2317,0.0609,-21535,-1136,-2155,0.2174,0.8579,0.5834,3,0.016239,1,0
100188,0,F,Academic degree,Civil marriage,House/apartment,30000.0,89148.8,1174.57,2.9716,0.0392,-13870,-2130,-3762,0.2027,0.4656,0.7499,1,0.024941,1,0
100189,1,F,Secondary,Separated,House/apartment,294865.28,1750477.18,47829.83,5.9365,0.1622,-14965,-735,-4754,0.5921,0.7414,0.3374,1,0.007847,1,0
100190,0,F,Incomplete higher,Married,House/apartment,318498.5,1175879.35,25791.86,3.6919,0.081,-14235,-403,-1586,0.8605,0.2099,0.155,0,0.016789,1,1
100191,0,F,Secondary,Single,Rented apartment,440125.71,1681711.21,26804.34,3.821,0.0609,-19710,-1380,-5368,0.544,0.447,0.8591,1,0.014619,1,0
100192,1,F,Secondary,Separated,Rented apartment,102416.7,614261.58,17962.22,5.9977,0.1754,-19345,-797,-1150,0.5144,0.0928,0.6213,2,0.006522,1,1
100193,0,F,Secondary,Married,House/apartment,146629.87,289458.04,3512.17,1.9741,0.024,-12410,-216,-2726,0.7108,0.391,0.0277,1,0.001106,1,1
100194,0,F,Higher education,Married,House/apartment,68420.92,324290.48,4028.94,4.7396,0.0589,-16060,-770,-1916,0.1399,0.9793,0.9337,0,0.021705,1,1
100195,0,M,Lower secondary,Single,House/apartment,534981.3,430605.18,5889.87,0.8049,0.011,-17155,-974,-395,0.6554,0.4085,0.4866,1,0.004982,1,1
100196,0,M,Secondary,Widow,House/apartment,197416.24,632602.87,13200.58,3.2044,0.0669,-19345,-2419,-2644,0.5368,0.8938,0.678,2,0.012193,0,1
100197,0,M,Higher education,Single,With parents,191265.78,757989.46,11506.48,3.963,0.0602,-13140,-1001,-2812,0.6612,0.949,0.3884,3,0.01181,0,1
100198,0,F,Secondary,Married,With parents,65409.79,107106.33,4393.43,1.6375,0.0672,-21170,-4579,-713,0.6921,0.967,0.918,2,0.05194,0,1
100199,0,M,Secondary,Married,With parents,53752.36,167148.7,2487.3,3.1096,0.0463,-18615,-1840,-5503,0.1454,0.4366,0.8881,5,0.023197,1,1
100200,0,F,Higher education,Single,With parents,122253.81,368142.01,13349.3,3.0113,0.1092,-11680,-3858,-1575,0.7128,0.9506,0.6202,2,0.004755,1,1
100201,0,M,Secondary,Single,Municipal apartment,30000.0,61417.11,1539.63,2.0472,0.0513,-17520,-403,-3750,0.1788,0.7666,0.7525,2,0.008417,1,1
100202,1,F,Secondary,Married,House/apartment,81434.12,313150.05,6380.6,3.8454,0.0784,-17520,-3147,-1199,0.708,0.3583,0.2165,2,0.001246,1,0
100203,0,M,Higher education,Married,Office apartment,113890.09,481030.2,6825.42,4.2236,0.0599,-12775,-159,-1138,0.7731,0.5414,0.6022,2,0.014736,1,0
100204,0,M,Secondary,Married,With parents,208061.65,204269.01,4931.19,0.9818,0.0237,-17155,-2394,-4304,0.6454,0.7986,0.238,2,0.026146,1,1
100205,0,M,Secondary,Civil marriage,House/apartment,127173.33,171973.47,5148.95,1.3523,0.0405,-15695,-738,-1686,0.38,0.4181,0.5057,4,0.003492,1,1
100206,0,M,Secondary,Married,House/apartment,74147.38,427381.68,7153.72,5.7639,0.0965,-9490,-650,-421,0.2822,0.098,0.6429,1,0.013425,1,1
100207,0,M,Secondary,Single,House/apartment,30000.0,21495.96,275.38,0.7165,0.0092,-7665,-1974,-5668,0.6615,0.9456,0.3486,0,0.016062,1,0
100208,0,F,Higher education,Married,House/apartment,184862.98,202850.52,3891.78,1.0973,0.0211,-23725,-129,-871,0.8724,0.4325,0.3239,4,0.1,1,1
100209,0,M,Lower secondary,Widow,House/apartment,219045.08,1088483.82,12686.11,4.9692,0.0579,-14965,-5588,-458,0.8141,0.5924,0.3633,0,0.015105,1,1
100210,0,F,Incomplete higher,Married,House/apartment,288846.02,1429604.75,15578.01,4.9494,0.0539,-16060,-485,-1560,0.3397,0.5818,0.5488,1,0.010284,1,0
100211,0,F,Incomplete higher,Married,Rented apartment,33122.3,190398.73,2524.81,5.7484,0.0762,-11315,-3081,-4832,0.4213,0.8682,0.1601,4,0.002335,1,1
100212,0,M,Secondary,Married,Office apartment,105433.98,554926.36,6755.74,5.2633,0.0641,-13140,-2074,-248,0.6567,0.2593,0.8718,1,0.002217,0,1
100213,0,F,Secondary,Single,Rented apartment,92539.64,156426.63,2447.97,1.6904,0.0265,-24090,-956,-4853,0.2588,0.5771,0.1379,1,0.004788,1,1
100214,0,F,Secondary,Civil marriage,House/apartment,214570.25,910411.65,13904.34,4.243,0.0648,-25185,-2325,-1327,0.359,0.8835,0.9735,3,0.023379,1,1
100215,0,F,Higher education,Civil marriage,Rented apartment,104869.29,166576.93,6252.7,1.5884,0.0596,-8030,-809,-5894,0.4317,0.8036,0.9972,0,0.001867,1,0
100216,0,F,Lower secondary,Single,House/apartment,239805.83,1207157.44,19401.42,5.0339,0.0809,-15695,-2009,-1235,0.1598,0.5759,0.3548,1,0.008969,1,0
100217,0,F,Higher education,Married,House/apartment,30000.0,101161.0,1631.89,3.372,0.0544,-22995,-6,-2823,0.5558,0.7573,0.635,3,0.013569,1,1
100218,0,F,Higher education,Married,House/apartment,30000.0,91530.9,1424.23,3.051,0.0475,-16425,-5784,-3892,0.8588,0.1507,0.0549,1,0.011919,1,1
100219,0,M,Lower secondary,Married,Municipal apartment,46528.47,151425.02,3772.34,3.2545,0.0811,-18250,-295,-801,0.7539,0.2668,0.5226,0,0.019024,1,1
100220,0,F,Lower secondary,Married,Municipal apartment,96455.63,61136.46,1178.65,0.6338,0.0122,-14965,-1324,-4283,0.498,0.6666,0.5241,3,0.010517,1,1
100221,0,F,Secondary,Married,House/apartment,208688.57,926462.97,10034.45,4.4395,0.0481,-17520,-558,-1635,0.6757,0.5624,0.3088,3,0.012028,0,0
100222,0,F,Incomplete higher,Married,House/apartment,68240.05,96894.1,1135.29,1.4199,0.0166,-21170,-875,-2824,0.892,0.2557,0.0144,1,0.010671,1,1
100223,0,F,Incomplete higher,Married,Rented apartment,202709.36,254104.63,4485.54,1.2535,0.0221,-17520,-739,-4857,0.4173,0.0513,0.0995,0,0.021222,0,0
100224,0,M,Secondary,Married,House/apartment,267025.82,575639.25,10636.77,2.1557,0.0398,-10585,-7269,-4559,0.1117,0.8829,0.5208,3,0.011805,1,1
100225,0,F,Incomplete higher,Civil marriage,House/apartment,104743.32,334435.65,4158.46,3.1929,0.0397,-13140,-257,-1378,0.6146,0.0418,0.4262,2,0.007855,1,1
100226,0,F,Higher education,Married,House/apartment,475816.33,1570650.66,29825.97,3.301,0.0627,-18615,-295,-730,0.8746,0.0551,0.8225,9,0.005264,0,1
100227,0,M,Higher education,Married,House/apartment,30000.0,123416.29,1835.29,4.1139,0.0612,-15330,-6499,-3502,0.1579,0.1201,0.9062,1,0.035754,1,1
100228,0,F,Lower secondary,Married,House/apartment,52571.64,45276.85,522.15,0.8612,0.0099,-13505,-259,-1676,0.4853,0.0082,0.6731,3,0.012799,1,0
100229,0,F,Secondary,Civil marriage,House/apartment,902369.16,2000000.0,52750.21,2.2164,0.0585,-11315,-164,-3533,0.5921,0.5501,0.5428,4,0.007274,0,0
100230,0,F,Higher education,Married,With parents,30000.0,55352.63,715.19,1.8451,0.0238,-11680,-1292,-5519,0.2377,0.7193,0.8272,4,0.024564,0,1
100231,0,F,Higher education,Married,House/apartment,363403.52,987101.8,10301.9,2.7163,0.0283,-12775,-416,-2725,0.2865,0.0517,0.2522,3,0.004495,1,1
100232,0,M,Higher education,Married,House/apartment,379264.82,1251672.59,46801.18,3.3003,0.1234,-17520,-437,-4545,0.2594,0.1001,0.8109,5,0.038848,1,1
100233,0,M,Secondary,Married,House/apartment,153006.18,791317.08,30286.71,5.1718,0.1979,-13505,-3124,-3487,0.7366,0.2169,0.3946,0,0.004317,1,1
100234,0,M,Secondary,Married,House/apartment,30000.0,156957.47,2115.29,5.2319,0.0705,-16060,-491,-3781,0.2889,0.1022,0.1131,1,0.015809,1,1
100235,0,M,Incomplete higher,Married,With parents,106806.99,367599.04,6568.14,3.4417,0.0615,-16060,-718,-813,0.3458,0.7833,0.77,1,0.047585,1,1
100236,0,M,Secondary,Married,House/apartment,30000.0,144682.77,3890.59,4.8228,0.1297,-18615,-2004,-1879,0.4195,0.4901,0.2606,0,0.058297,1,1
100237,0,F,Higher education,Civil marriage,House/apartment,60415.28,164392.6,2682.09,2.721,0.0444,-12045,-8269,-5267,0.1259,0.752,0.4935,2,0.021486,1,1
100238,1,F,Secondary,Married,House/apartment,30000.0,178012.59,2019.06,5.9338,0.0673,-21900,-1235,-3981,0.4685,0.5748,0.6229,2,0.003293,1,1
100239,0,F,Secondary,Married,House/apartment,30000.0,35823.26,581.16,1.1941,0.0194,-8395,-1981,-4702,0.8446,0.8513,0.7319,3,0.017067,1,0
100240,0,F,Incomplete higher,Married,House/apartment,179204.98,230629.01,2515.25,1.287,0.014,-14235,-1269,-2920,0.358,0.1154,0.4933,3,0.016172,1,1
100241,0,F,Secondary,Married,House/apartment,604674.28,1277544.16,19651.4,2.1128,0.0325,-13870,-362,-3986,0.2942,0.631,0.4638,2,0.012656,1,0
100242,0,F,Secondary,Married,House/apartment,228884.78,245545.96,6563.96,1.0728,0.0287,-12410,-1072,-5459,0.6643,0.6784,0.5746,2,0.012299,1,1
100243,0,F,Higher education,Widow,House/apartment,75632.21,40115.43,475.45,0.5304,0.0063,-7665,-1810,-1524,0.3396,0.5927,0.866,1,0.016085,1,0
100244,0,F,Secondary,Single,With parents,61730.75,141823.23,2761.03,2.2974,0.0447,-20440,-122,-1131,0.4048,0.3173,0.9521,0,0.022965,1,1
100245,0,F,Higher education,Married,House/apartment,764666.0,577171.69,8555.66,0.7548,0.0112,-18980,-339,-4339,0.7898,0.076,0.644,3,0.002098,1,1
100246,0,M,Secondary,Civil marriage,House/apartment,39546.81,146446.27,2799.89,3.7031,0.0708,-17520,-3084,-4798,0.4489,0.46,0.2385,0,0.03743,1,1
100247,0,F,Secondary,Married,House/apartment,30000.0,152835.03,2799.35,5.0945,0.0933,-12775,-156,-1459,0.1739,0.2313,0.8491,0,0.036264,1,1
100248,0,M,Higher education,Civil marriage,Rented apartment,45406.63,68221.4,1870.27,1.5025,0.0412,-13505,-331,-5569,0.8974,0.1076,0.5191,2,0.000888,1,1
100249,0,M,Secondary,Civil marriage,House/apartment,62708.98,238613.32,3455.55,3.8051,0.0551,-14235,-535,-4923,0.1823,0.2728,0.9932,2,0.001941,1,1
100250,0,M,Secondary,Single,House/apartment,100415.24,183756.51,3930.29,1.83,0.0391,-14600,-104,-3419,0.2793,0.7053,0.2011,1,0.00138,1,0
100251,0,M,Higher education,Single,House/apartment,179518.93,612639.85,12439.43,3.4127,0.0693,-18615,-2858,-3254,0.5025,0.3627,0.1816,1,0.003598,1,1
100252,0,F,Higher education,Civil marriage,Office apartment,160097.82,550730.15,14502.43,3.44,0.0906,-13505,-1386,-3580,0.2603,0.2416,0.9923,0,0.0093,0,0
100253,0,F,Secondary,Married,Rented apartment,148556.02,116377.31,2391.26,0.7834,0.0161,-12045,-418,-3622,0.5228,0.2307,0.8778,1,0.003108,1,0
100254,0,F,Secondary,Married,House/apartment,328535.3,1844549.03,22186.97,5.6145,0.0675,-16060,-183,-841,0.3767,0.6705,0.9984,3,0.015166,1,1
100255,0,F,Lower secondary,Single,House/apartment,130347.6,192544.02,2076.65,1.4772,0.0159,-15695,-1553,-5454,0.2078,0.4595,0.4972,4,0.039581,1,0
100256,0,F,Higher education,Married,Rented apartment,30000.0,110049.2,1977.35,3.6683,0.0659,-17520,-1705,-2302,0.2139,0.3234,0.9363,0,0.003752,1,0
100257,0,F,Secondary,Married,With parents,67170.55,202826.94,2603.06,3.0196,0.0388,-21170,-2109,-1324,0.4733,0.7517,0.8904,5,0.008378,1,0
100258,0,M,Secondary,Married,House/apartment,167387.15,824128.71,9209.52,4.9235,0.055,-13870,-2699,-3447,0.5617,0.1261,0.6927,2,0.016696,1,0
100259,0,F,Secondary,Civil marriage,House/apartment,111743.37,287437.24,6804.5,2.5723,0.0609,-19345,-6542,-4869,0.1678,0.6651,0.0323,0,0.046136,0,1
100260,0,F,Secondary,Married,With parents,129716.55,585368.76,17412.66,4.5127,0.1342,-16060,-3316,-2907,0.6835,0.9049,0.7832,1,0.041209,1,1
100261,0,M,Secondary,Civil marriage,House/apartment,53137.26,252868.65,6090.56,4.7588,0.1146,-19710,-495,-4415,0.487,0.6422,0.543,0,0.005798,1,1
100262,0,M,Academic degree,Civil marriage,House/apartment,50993.31,71823.46,815.2,1.4085,0.016,-20440,-151,-672,0.5086,0.8342,0.1084,1,0.006657,1,1
100263,0,M,Secondary,Married,House/apartment,89772.4,377151.88,8192.88,4.2012,0.0913,-12410,-182,-1630,0.1719,0.18,0.3635,2,0.013327,1,1
100264,0,F,Secondary,Civil marriage,House/apartment,30000.0,87060.95,1407.53,2.902,0.0469,-23360,-3315,-5465,0.6391,0.5318,0.074,2,0.015292,1,0
100265,1,F,Secondary,Married,House/apartment,85034.82,489162.74,5232.88,5.7525,0.0615,-16060,-2599,-345,0.3764,0.2522,0.2311,2,0.01414,1,1
100266,1,F,Secondary,Married,With parents,101282.81,601016.52,10311.66,5.934,0.1018,-10950,-82,-1916,0.5981,0.388,0.7451,3,0.018559,1,1
100267,1,F,Secondary,Married,House/apartment,30000.0,130585.74,2592.55,4.3529,0.0864,-10950,-2404,-818,0.6728,0.6028,0.0911,1,0.004216,1,1
100268,0,F,Incomplete higher,Civil marriage,Municipal apartment,30000.0,108016.92,1194.7,3.6006,0.0398,-21535,-2441,-4665,0.5062,0.1691,0.4688,2,0.029943,1,1
100269,0,F,Higher education,Married,House/apartment,30000.0,67398.83,2127.74,2.2466,0.0709,-20805,-3115,-2822,0.7048,0.7545,0.2032,2,0.009294,1,1
100270,0,F,Secondary,Married,With parents,67359.63,130985.6,1747.1,1.9446,0.0259,-20075,-1943,-2062,0.318,0.3243,0.0327,0,0.050516,1,1
100271,0,M,Higher education,Married,House/apartment,103455.25,324374.71,5894.55,3.1354,0.057,-13505,-1413,-5659,0.2941,0.4507,0.7877,1,0.017392,1,1
100272,0,F,Secondary,Single,House/apartment,30000.0,103325.7,1281.57,3.4442,0.0427,-13870,-645,-1489,0.4844,0.5856,0.4063,2,0.000163,1,0
100273,0,F,Secondary,Married,House/apartment,338945.07,1186291.43,20472.57,3.5,0.0604,-9125,-113,-4629,0.4845,0.5498,0.0955,3,0.002233,1,1
100274,0,F,Secondary,Married,House/apartment,131305.15,649580.45,7750.39,4.9471,0.059,-14235,-189,-4955,0.2907,0.7798,0.2236,3,0.012022,1,1
100275,1,F,Lower secondary,Married,With parents,136533.67,701405.93,12748.58,5.1372,0.0934,-16060,-1044,-4991,0.6722,0.1761,0.4414,3,0.006932,1,1
100276,0,M,Secondary,Civil marriage,House/apartment,30000.0,73354.3,2085.54,2.4451,0.0695,-21535,-361,-4857,0.5818,0.5287,0.3713,3,0.040324,1,1
100277,0,M,Higher education,Married,House/apartment,30000.0,99375.09,1885.1,3.3125,0.0628,-14235,-31,-3111,0.4448,0.4782,0.7549,3,0.045816,1,1
100278,0,F,Higher education,Married,With parents,105392.24,491725.15,14709.39,4.6657,0.1396,-14235,-1115,-5903,0.8041,0.3032,0.2983,0,0.001418,1,1
100279,0,F,Secondary,Single,With parents,215649.03,1141904.83,40658.03,5.2952,0.1885,-16790,-9842,-5997,0.4999,0.4398,0.2132,2,0.001242,1,0
100280,0,F,Higher education,Single,House/apartment,273648.27,362579.07,8750.0,1.325,0.032,-18980,-6634,-5997,0.1478,0.8458,0.4545,0,0.011328,1,1
100281,0,F,Secondary,Married,Rented apartment,116831.26,538415.34,9953.6,4.6085,0.0852,-21900,-2582,-2456,0.4443,0.9806,0.011,1,0.006297,0,0
100282,0,M,Academic degree,Widow,House/apartment,133441.73,741402.76,22217.49,5.556,0.1665,-12775,-534,-5543,0.4883,0.3275,0.9186,3,0.048829,1,1
100283,0,F,Secondary,Married,House/apartment,142951.86,268758.0,3634.01,1.8801,0.0254,-14965,-2823,-5699,0.5596,0.4885,0.733,2,0.025335,1,0
100284,0,F,Secondary,Married,House/apartment,55748.54,177782.9,2554.73,3.189,0.0458,-16060,-1828,-3564,0.1067,0.1366,0.4478,3,0.067082,1,1
100285,0,M,Secondary,Married,House/apartment,555779.13,286904.87,3502.51,0.5162,0.0063,-14600,-727,-4098,0.394,0.6134,0.8684,2,0.016955,1,1
100286,0,F,Lower secondary,Married,House/apartment,558241.64,2000000.0,48289.45,3.5827,0.0865,-13140,-85,-1871,0.4553,0.8472,0.093,3,0.005017,1,0
100287,0,M,Secondary,Separated,House/apartment,147049.34,755013.28,14734.98,5.1344,0.1002,-14600,-1224,-5094,0.8659,0.9498,0.1474,1,0.010185,1,0
100288,1,F,Secondary,Married,With parents,71416.37,394651.51,5524.23,5.5261,0.0774,-10585,-1612,-5070,0.6589,0.4348,0.5249,1,0.004437,1,1
100289,0,F,Higher education,Single,Rented apartment,284153.75,1283354.31,24093.64,4.5164,0.0848,-13140,-1721,-4941,0.6162,0.9034,0.075,2,0.044913,1,0
100290,1,F,Academic degree,Married,Rented apartment,30000.0,70927.27,1373.15,2.3642,0.0458,-10585,-656,-5990,0.4488,0.0317,0.2515,1,0.003699,0,1
100291,0,M,Secondary,Married,House/apartment,138787.15,207457.31,4235.71,1.4948,0.0305,-15695,-2308,-4999,0.1678,0.7793,0.797,1,0.0001,1,1
100292,0,F,Secondary,Married,With parents,233500.44,550888.11,9218.59,2.3593,0.0395,-13870,-2097,-1611,0.4854,0.4851,0.8839,3,0.017993,1,1
100293,0,F,Higher education,Married,House/apartment,30000.0,52541.22,984.24,1.7514,0.0328,-13140,-662,-3671,0.3554,0.9793,0.7427,2,0.0204,1,1
100294,0,M,Secondary,Married,House/apartment,84780.45,92891.07,1465.15,1.0957,0.0173,-15695,-2425,-1200,0.67,0.2741,0.1845,0,0.008694,1,1
100295,0,M,Secondary,Married,House/apartment,45560.8,139554.72,1467.91,3.063,0.0322,-7665,-2511,-3674,0.6692,0.0802,0.617,0,0.030718,1,1
100296,0,M,Secondary,Civil marriage,House/apartment,240124.33,389877.94,6613.69,1.6237,0.0275,-14235,-3310,-1146,0.7267,0.6185,0.6044,1,0.088474,1,1
100297,1,F,Secondary,Single,With parents,385752.56,331000.7,4147.79,0.8581,0.0108,-16425,-1014,-633,0.8996,0.4166,0.5403,1,0.030478,1,1
100298,0,F,Secondary,Married,Municipal apartment,30000.0,106764.22,1480.14,3.5588,0.0493,-19345,-4993,-2169,0.557,0.5331,0.0949,3,0.007262,1,1
100299,0,F,Higher education,Married,House/apartment,30000.0,108951.07,1699.38,3.6317,0.0566,-17885,-5973,-4941,0.6382,0.1301,0.2337,0,0.000554,1,0
100300,0,F,Secondary,Married,House/apartment,490070.76,1614199.17,20913.05,3.2938,0.0427,-20440,-2304,-2879,0.3865,0.7644,0.366,1,0.080315,1,1
100301,1,M,Secondary,Married,House/apartment,107607.39,157823.75,2258.23,1.4667,0.021,-9855,-1946,-4387,0.1365,0.243,0.8147,5,0.014999,1,1
100302,0,F,Higher education,Civil marriage,House/apartment,30000.0,83971.61,2909.46,2.7991,0.097,-19710,-3137,-4030,0.8797,0.2322,0.3725,3,0.006824,0,1
100303,1,M,Secondary,Married,House/apartment,30000.0,130981.08,1685.94,4.366,0.0562,-16790,-268,-4647,0.1814,0.2805,0.0229,3,0.007532,1,1
100304,1,F,Secondary,Single,House/apartment,499918.13,2000000.0,22429.45,4.0007,0.0449,-13505,-2735,-822,0.3172,0.173,0.1442,0,0.005254,0,0
100305,0,F,Secondary,Married,House/apartment,84836.77,323007.81,3941.17,3.8074,0.0465,-16060,-1046,-415,0.2958,0.3826,0.6071,4,0.005624,1,0
100306,1,F,Higher education,Married,With parents,427500.98,2000000.0,38971.69,4.6784,0.0912,-25185,-4492,-3733,0.3818,0.1043,0.1193,2,0.02728,1,1
100307,0,F,Secondary,Civil marriage,House/apartment,129013.53,502495.75,5647.36,3.8949,0.0438,-16060,-180,-3851,0.6998,0.1415,0.5107,1,0.042859,0,1
100308,0,F,Higher education,Single,With parents,192117.12,158553.0,5063.76,0.8253,0.0264,-15695,-371,-418,0.8235,0.5081,0.8576,1,0.066905,1,1
100309,1,M,Secondary,Separated,House/apartment,49075.91,232350.15,4518.16,4.7345,0.0921,-18980,-820,-1873,0.4086,0.3929,0.8222,0,0.007748,1,0
100310,0,F,Secondary,Married,House/apartment,30000.0,78588.23,3226.5,2.6196,0.1076,-14600,-6420,-3981,0.2099,0.1368,0.4233,2,0.000702,1,1
100311,0,F,Higher education,Married,With parents,231382.53,396674.65,7951.55,1.7144,0.0344,-12410,-1624,-2160,0.1187,0.22,0.0347,3,0.0094,1,1
100312,0,F,Secondary,Married,House/apartment,30000.0,20757.51,769.68,0.6919,0.0257,-21170,-4583,-4183,0.1349,0.6058,0.2775,1,0.028359,1,1
